symbol,timestamp,datetime,direction,move_pct,low,high,rsi,bb_pct_b,zscore,volume_ratio,funding_rate,sma_slope_pct
ONTUSDT,1775016000000,2026-04-01 05:00,UP,11.042944785276065,0.0815,0.0905,64.3678160919541,0.7757759824375567,1.103103929750226,1.1965942561302254,5e-05,-0.013142277661303749
ONTUSDT,1775019600000,2026-04-01 06:00,UP,13.166855845629966,0.0881,0.0997,82.60869565217389,1.0264291879499414,2.105716751799768,1.7070029651671614,5e-05,0.16223256869976255
ONTUSDT,1775023200000,2026-04-01 07:00,UP,15.064102564102566,0.0936,0.1077,68.53932584269663,0.7158639622238147,0.8634558488952585,0.6516730893912867,5e-05,0.38158473033213774
ONTUSDT,1775055600000,2026-04-01 16:00,UP,17.244525547445257,0.1096,0.1285,68.42105263157896,0.7579743972363672,1.0318975889454693,0.5530309039804648,5e-05,0.0949307457122444
ONTUSDT,1775059200000,2026-04-01 17:00,DOWN,13.255033557046985,0.1192,0.135,92.45283018867929,1.0868204558677774,2.3472818234711084,4.261524627617522,5e-05,0.2723079579369831
ONTUSDT,1775084400000,2026-04-02 00:00,DOWN,25.398313027179004,0.1067,0.1338,50.25380710659896,0.25040345337944164,-0.998386186482235,4.8039964420533545,5e-05,0.12229055869534915
ONTUSDT,1775088000000,2026-04-02 01:00,UP,11.080074487895725,0.1074,0.1193,27.918781725888323,0.26785406024381975,-0.9285837590247206,1.4953810426222844,5e-05,-0.18922880862756425
ONTUSDT,1775102400000,2026-04-02 05:00,DOWN,20.760534429599172,0.0973,0.1175,60.344827586206904,0.7547358246879108,1.0189432987516405,1.065355760767323,5e-05,-0.016897815534099813
ONTUSDT,1775113200000,2026-04-02 08:00,UP,22.750252780586443,0.0989,0.1214,42.26804123711339,0.17019783568901845,-1.31920865724393,0.7883298820415181,5e-05,-0.2502444521223837
ONTUSDT,1775120400000,2026-04-02 10:00,DOWN,12.511251125112507,0.1111,0.125,68.2634730538922,1.1752762176528548,2.701104870611422,3.0179196071920473,5e-05,0.10360401880357185
ONTUSDT,1775134800000,2026-04-02 14:00,DOWN,10.253807106598982,0.0985,0.1086,14.371257485029872,-0.34804319838329256,-3.3921727935331694,11.17983771700268,5e-05,-0.11056503908285792
ONTUSDT,1775188800000,2026-04-03 05:00,UP,11.848341232227485,0.1055,0.118,64.13043478260863,1.0417831226684835,2.1671324906739353,3.9800370606424584,5e-05,-0.006592093607723625
ONTUSDT,1775217600000,2026-04-03 13:00,DOWN,11.821705426356592,0.1032,0.1154,60.509554140127385,0.6477448095006659,0.5909792380026635,2.668873772159993,5e-05,0.05025787760256832
ONTUSDT,1775880000000,2026-04-11 05:00,UP,18.066157760814235,0.0786,0.0928,23.076923076923336,0.2324402865931046,-1.0702388536275893,4.039539291777297,5e-05,0.006317464939986393
ONTUSDT,1776477600000,2026-04-18 03:00,UP,16.564417177914105,0.0815,0.095,60.37735849056611,0.871485968533827,1.4859438741353093,1.2193411082126437,5e-05,0.0386286379087941
ONTUSDT,1776481200000,2026-04-18 04:00,DOWN,16.446578631452585,0.0833,0.097,83.24607329842934,0.9172570132430415,1.6690280529721675,3.1771538903304446,5e-05,0.27532400161521436
IOSTUSDT,1776211200000,2026-04-15 01:00,UP,10.905730129390003,0.001082,0.0012,96.29629629629609,1.5810785730676662,4.324314292270658,299.16579447068574,0.0001,0.025904939693239263
THETAUSDT,1776488400000,2026-04-18 06:00,UP,22.227151730257336,0.2254,0.2755,62.79069767441871,0.7602034313958211,1.0408137255832806,1.1674359303993138,0.0001,0.12288801507652426
THETAUSDT,1776510000000,2026-04-18 12:00,DOWN,11.195700850873262,0.2233,0.2483,61.349693251533765,0.9598044216392969,1.8392176865571876,0.9558946296301593,0.0001,0.01324142109675967
KNCUSDT,1774519200000,2026-03-26 11:00,DOWN,14.673514306676442,0.1363,0.1563,42.22222222222211,0.38373059733360426,-0.46507761066558595,2.8149878865636495,0.0001,0.03979436862117798
KNCUSDT,1774584000000,2026-03-27 05:00,UP,11.14327062228654,0.1382,0.1536,67.74193548387052,0.7018964596392334,0.8075858385569338,1.1368160702032355,0.0001,0.00956910050455555
KNCUSDT,1774587600000,2026-03-27 06:00,UP,15.738831615120278,0.1455,0.1684,69.50000000000001,0.7495176152684773,0.9980704610739086,1.9459554244627946,0.0001,0.13625271179103668
KNCUSDT,1774591200000,2026-03-27 07:00,UP,17.312348668280862,0.1652,0.1938,75.90027700831024,1.1388584726818642,2.5554338907274547,3.2709136709679774,0.0001,0.2738781378103079
KNCUSDT,1774598400000,2026-03-27 09:00,DOWN,11.551925320886822,0.1714,0.1912,44.247787610619476,0.49380564738490096,-0.024777410460396065,1.4544941309993988,0.0001,0.5369343300377771
ZRXUSDT,1775455200000,2026-04-06 07:00,UP,10.556079170593781,0.1061,0.1173,71.42857142857171,0.7985862341213935,1.1943449364855696,1.2783632165173058,-4.083e-05,0.057970006923253145
COMPUSDT,1775815200000,2026-04-10 11:00,UP,15.75203252032521,19.68,22.78,81.8181818181816,1.1316777520448722,2.5267110081794755,2.5315011560062217,-0.0006773,0.017138711124197663
COMPUSDT,1776175200000,2026-04-14 15:00,DOWN,12.787849093581574,20.41,23.02,45.454545454545595,0.48458673147960196,-0.06165307408159299,1.5312366651351739,-0.0006773,-0.02752800610564002
BANDUSDT,1776412800000,2026-04-17 09:00,DOWN,12.618432385874257,0.2322,0.2615,63.90977443609025,0.7773527782475396,1.1094111129901567,8.837882780746826,0.0001,0.11388445732488345
